drugName,condition,average_category,num_reviews
Tinidazole,Giardiasis,2.0,3
Tinidazole,Trichomoniasis,2.25,4
Tinzaparin,Deep Vein Thrombosis,3.0,2
Tioconazole,Vaginal Yeast Infection,2.586734693877551,980
Tiotropium,"Asthma, Maintenance",5.0,1
Tiotropium,"COPD, Maintenance",3.123076923076923,65
Tirosint,Hashimoto's disease,2.5714285714285716,21
Tirosint,"Hypothyroidism, After Thyroid Removal",3.0,8
Tirosint,TSH Suppression,1.0,1
Tirosint,Underactive Thyroid,3.4210526315789473,19
Tivicay,HIV Infection,3.5454545454545454,11
Tizanidine,Cluster Headaches,2.8125,16
Tizanidine,Muscle Spasm,2.994285714285714,175
Tizanidine,Not Listed / Othe,1.0,1
TobraDex,"Conjunctivitis, Bacterial",3.6,5
TobraDex,Postoperative Ocular Inflammation,4.0,1
Tobramycin,"Conjunctivitis, Bacterial",3.0,5
Tobrex,"Conjunctivitis, Bacterial",5.0,1
Tocilizumab,Juvenile Idiopathic Arthritis,4.0,4
Tocilizumab,Rheumatoid Arthritis,2.5,14
Todays Health Nasal  Relief Extra Moisturizing,Nasal Congestion,5.0,1
Tofacitinib,Rheumatoid Arthritis,2.3513513513513513,37
Tofranil,Depression,3.0,4
Tofranil,Interstitial Cystitis,1.0,1
Tofranil,Night Terrors,5.0,1
Tofranil,Panic Disorde,2.8,5
Tofranil,Primary Nocturnal Enuresis,3.0,1
Tolak,Actinic Keratosis,2.3333333333333335,3
Tolectin DS,Rheumatoid Arthritis,2.0,1
Tolmetin,"Gout, Acute",2.0,1
Tolmetin,Rheumatoid Arthritis,2.0,1
Tolnaftate,Tinea Cruris,2.0,1
Tolnaftate,Tinea Versicol,2.0,2
Tolterodine,Overactive Bladde,3.257142857142857,35
Tolterodine,Urinary Incontinence,3.272727272727273,11
Topamax,6</span> users found this comment helpful.,2.3333333333333335,3
Topamax,7</span> users found this comment helpful.,5.0,1
Topamax,Bipolar Disorde,2.978723404255319,47
Topamax,Bulimia,2.857142857142857,7
Topamax,Diabetic Peripheral Neuropathy,2.25,4
Topamax,Migraine Prevention,2.5602836879432624,282
Topamax,Obesity,3.210526315789474,38
Topamax,Seizure Prevention,2.96875,32
Topamax,Seizures,2.0,1
Topamax,Smoking Cessation,1.0,1
Topamax,Tourette's Syndrome,3.0,3
Topamax,Trigeminal Neuralgia,1.875,8
Topamax,Vulvodynia,1.0,2
Topamax,ibromyalgia,2.0,19
Topical Anesthetic Dental Gel,Oral and Dental Conditions,3.0,1
Topicort,Atopic Dermatitis,2.0,1
Topicort,Eczema,3.0,2
Topicort,Psoriasis,3.0,3
Topicort LP,Psoriasis,4.0,1
Topiragen,Seizure Prevention,3.0,1
Topiramate,Bipolar Disorde,2.8181818181818183,88
Topiramate,Borderline Personality Disorde,1.6,5
Topiramate,Bulimia,2.8,10
Topiramate,Diabetic Peripheral Neuropathy,2.0,8
Topiramate,Migraine Prevention,2.3844393592677346,437
Topiramate,Not Listed / Othe,2.8,5
Topiramate,Obesity,3.1496062992125986,127
Topiramate,Seizure Prevention,3.019607843137255,51
Topiramate,Seizures,2.857142857142857,7
Topiramate,Smoking Cessation,1.0,1
Topiramate,Tourette's Syndrome,3.0,3
Topiramate,Trigeminal Neuralgia,2.5,10
Topiramate,Vulvodynia,1.0,2
Topiramate,ibromyalgia,2.3548387096774195,31
Toprol-XL,15</span> users found this comment helpful.,2.0,1
Toprol-XL,Atrial Fibrillation,2.0,2
Toprol-XL,Heart Failure,4.0,1
Toprol-XL,High Blood Pressure,2.8461538461538463,26
Toprol-XL,Left Ventricular Dysfunction,4.0,1
Toprol-XL,Mitral Valve Prolapse,2.5,2
Toprol-XL,Supraventricular Tachycardia,2.3,10
Toradol,12</span> users found this comment helpful.,1.0,1
Toradol,5</span> users found this comment helpful.,3.0,1
Toradol,Pain,2.242424242424242,132
Toradol,Postoperative Pain,2.7333333333333334,15
Toradol IV / IM,Pain,1.5,8
Toradol IV / IM,Postoperative Pain,1.5,2
Torisel,Renal Cell Carcinoma,1.0,1
Torsemide,Edema,3.3333333333333335,3
Torsemide,High Blood Pressure,1.0,1
Toujeo,"Diabetes, Type 1",2.75,4
Toujeo,"Diabetes, Type 2",3.090909090909091,11
Toujeo Solostar,"Diabetes, Type 1",1.0,1
Toujeo Solostar,"Diabetes, Type 2",3.0,4
Toviaz,Overactive Bladde,3.2058823529411766,34
Toviaz,Urinary Incontinence,3.0,3
Tracleer,Pulmonary Hypertension,2.5,2
Tradjenta,10</span> users found this comment helpful.,1.0,1
Tradjenta,"Diabetes, Type 2",2.4615384615384617,26
Tramadol,Anxiety,2.9607843137254903,51
Tramadol,Back Pain,2.5342465753424657,146
Tramadol,Chronic Pain,2.0150375939849625,133
Tramadol,Depression,2.28,75
Tramadol,Not Listed / Othe,3.3333333333333335,12
Tramadol,Obsessive Compulsive Disorde,5.0,1
Tramadol,Opiate Withdrawal,3.5,2
Tramadol,Pain,2.4191616766467066,501
Tramadol,Restless Legs Syndrome,2.1097560975609757,82
Tramadol,Rheumatoid Arthritis,3.3333333333333335,9
Tramadol,Syringomyelia,2.0,1
Tramadol,Vulvodynia,3.0,4
Tramadol,ibromyalgia,2.8260869565217392,115
Trametinib,"Melanoma, Metastatic",1.0,1
Trandolapril,Heart Failure,4.0,1
Trandolapril / verapamil,High Blood Pressure,3.0,3
Trandolapril / verapamil,Not Listed / Othe,2.0,1
Tranexamic acid,Bleeding Disorde,2.0,6
Tranexamic acid,Melasma,2.3333333333333335,3
Tranexamic acid,Menorrhagia,3.24,50
Tranexamic acid,Menstrual Disorders,3.116279069767442,43
Tranexamic acid,actor IX Deficiency,2.0,1
Transderm-Scop,Motion Sickness,3.2363636363636363,55
Transderm-Scop,Nausea/Vomiting,2.769230769230769,13
Tranxene,Alcohol Withdrawal,3.0,1
Tranxene,Anxiety,3.5714285714285716,7
Tranxene,Seizure Prevention,4.0,1
Tranxene SD,Anxiety,2.5,2
Tranylcypromine,Depression,2.925925925925926,54
Trastuzumab,Breast Cance,5.0,1
Trastuzumab,"Breast Cancer, Adjuvant",2.0,1
Trastuzumab,"Breast Cancer, Metastatic",2.0,1
Trastuzumab,Salivary Gland Cance,4.0,1
Travatan,"Glaucoma, Open Angle",2.0,1
Travatan,Intraocular Hypertension,1.0,1
Travatan Z,Intraocular Hypertension,1.0,1
Travel-Eze,Motion Sickness,5.0,1
Travoprost,"Glaucoma, Open Angle",2.0,2
Travoprost,Intraocular Hypertension,1.0,2
Trazodone,Anxiety,3.1639344262295084,61
Trazodone,Depression,2.6486486486486487,74
Trazodone,Headache,2.0,5
Trazodone,Insomnia,3.2263056092843327,517
Trazodone,Major Depressive Disorde,3.0588235294117645,17
Trazodone,Not Listed / Othe,2.5,6
Trazodone,Reflex Sympathetic Dystrophy Syndrome,3.142857142857143,7
Trazodone,Sedation,3.1012658227848102,79
Trazodone,ibromyalgia,3.2758620689655173,29
Treanda,Non-Hodgkin's Lymphoma,3.0,1
Trelstar,Prostate Cance,3.0,3
Trelstar LA,Prostate Cance,1.0,1
Trental,Intermittent Claudication,2.6666666666666665,3
Treprostinil,Pulmonary Hypertension,3.4,10
Tresiba,"Diabetes, Type 1",3.1363636363636362,22
Tresiba,"Diabetes, Type 2",3.176470588235294,17
Tretin-X,Acne,5.0,2
Tretinoin,Acne,3.710526315789474,304
Tretinoin,Acute Promyelocytic Leukemia,1.5,2
Tretinoin,Photoaging of the Skin,4.0,27
Treximet,0</span> users found this comment helpful.,3.0,2
Treximet,Migraine,3.5,82
Trezix,Pain,3.4,5
Tri-Estarylla,Acne,1.0,2
Tri-Estarylla,Birth Control,2.111111111111111,9
Tri-Linyah,3</span> users found this comment helpful.,1.0,1
Tri-Linyah,Abnormal Uterine Bleeding,3.5,2
Tri-Linyah,Acne,3.25,4
Tri-Linyah,Birth Control,2.2142857142857144,14
Tri-Linyah,Endometriosis,5.0,1
Tri-Lo-Estarylla,Birth Control,2.0,4
Tri-Lo-Marzia,Abnormal Uterine Bleeding,2.0,1
Tri-Lo-Marzia,Birth Control,3.3333333333333335,3
Tri-Lo-Sprintec,Abnormal Uterine Bleeding,2.0,8
Tri-Lo-Sprintec,Birth Control,2.4754098360655736,61
Tri-Lo-Sprintec,Endometriosis,1.0,2
Tri-Lo-Sprintec,Ovarian Cysts,1.0,2
Tri-Luma,Melasma,4.083333333333333,48
Tri-Previfem,1</span> users found this comment helpful.,5.0,1
Tri-Previfem,Abnormal Uterine Bleeding,1.8125,16
Tri-Previfem,Acne,3.1724137931034484,29
Tri-Previfem,Birth Control,2.4017857142857144,112
Tri-Previfem,Endometriosis,1.3333333333333333,3
Tri-Previfem,Ovarian Cysts,1.0,2
Tri-Sprintec,0</span> users found this comment helpful.,2.3333333333333335,12
Tri-Sprintec,10</span> users found this comment helpful.,2.0,1
Tri-Sprintec,1</span> users found this comment helpful.,2.0,8
Tri-Sprintec,23</span> users found this comment helpful.,2.0,1
Tri-Sprintec,2</span> users found this comment helpful.,3.0,10
Tri-Sprintec,3</span> users found this comment helpful.,2.6666666666666665,3
Tri-Sprintec,4</span> users found this comment helpful.,5.0,1
Tri-Sprintec,5</span> users found this comment helpful.,2.5,2
Tri-Sprintec,6</span> users found this comment helpful.,5.0,2
Tri-Sprintec,Abnormal Uterine Bleeding,2.6206896551724137,29
Tri-Sprintec,Acne,2.902439024390244,82
Tri-Sprintec,Birth Control,2.9851190476190474,336
Tri-Sprintec,Endometriosis,2.8,5
Tri-Sprintec,Ovarian Cysts,2.2222222222222223,9
TriCor,Hyperlipoproteinemia,2.3333333333333335,3
TriCor,"Hyperlipoproteinemia Type IIa, Elevated LDL",3.5,2
TriCor,Hypertriglyceridemia,2.7142857142857144,7
TriLyte,Bowel Preparation,4.0,1
TriNessa,0</span> users found this comment helpful.,2.5,2
TriNessa,1</span> users found this comment helpful.,2.2857142857142856,7
TriNessa,2</span> users found this comment helpful.,4.0,2
TriNessa,3</span> users found this comment helpful.,2.6666666666666665,3
TriNessa,6</span> users found this comment helpful.,3.6666666666666665,3
TriNessa,Abnormal Uterine Bleeding,3.066666666666667,15
TriNessa,Acne,2.948051948051948,77
TriNessa,Birth Control,2.7704280155642023,257
TriNessa,Ovarian Cysts,2.5,4
TriNessa Lo,Abnormal Uterine Bleeding,2.5,2
TriNessa Lo,Acne,3.6666666666666665,3
TriNessa Lo,Birth Control,2.3333333333333335,9
TriNessa Lo,Ovarian Cysts,5.0,1
Triamcinolone,Allergic Reactions,2.75,4
Triamcinolone,Allergic Rhinitis,2.9454545454545453,55
Triamcinolone,Alopecia,3.5,10
Triamcinolone,Aphthous Ulce,2.0,2
Triamcinolone,Asthma,3.0,3
Triamcinolone,Atopic Dermatitis,2.875,8
Triamcinolone,Dermatitis,4.055555555555555,18
Triamcinolone,Dermatological Disorders,3.0,1
Triamcinolone,Eczema,4.0,1
Triamcinolone,Gouty Arthritis,2.0,1
Triamcinolone,Iritis,1.0,1
Triamcinolone,Lichen Planus,3.0,3
Triamcinolone,Neuritis,3.0,1
Triamcinolone,Not Listed / Othe,2.0,2
Triamcinolone,Osteoarthritis,1.7777777777777777,9
Triamcinolone,Pityriasis rubra pilaris,3.0,2
Triamcinolone,Psoriasis,3.1818181818181817,11
Triamcinolone,Rheumatoid Arthritis,3.8,5
Triamcinolone,Sarcoidosis,3.0,1
Triamcinolone,Systemic Lupus Erythematosus,1.0,1
Triamterene,Edema,2.0,6
Triavil,Anxiety,3.5,2
Triazolam,Insomnia,3.4444444444444446,36
Triazolam,Not Listed / Othe,3.0,1
Tribenzor,High Blood Pressure,2.066666666666667,15
Trifluoperazine,Anxiety,2.25,4
Trifluoperazine,Schizophrenia,4.428571428571429,7
Trihexyphenidyl,Cerebral Spasticity,5.0,1
Trihexyphenidyl,Extrapyramidal Reaction,3.142857142857143,7
Trihexyphenidyl,Not Listed / Othe,5.0,1
Trihexyphenidyl,Parkinson's Disease,1.6,5
Trilafon,Bipolar Disorde,1.5,2
Trilafon,Psychosis,3.0,4
Trileptal,18</span> users found this comment helpful.,5.0,1
Trileptal,2</span> users found this comment helpful.,2.5,2
Trileptal,39</span> users found this comment helpful.,4.0,1
Trileptal,Anxiety,2.3333333333333335,3
Trileptal,Bipolar Disorde,3.4642857142857144,28
Trileptal,Seizures,3.642857142857143,14
Trileptal,Trigeminal Neuralgia,2.6666666666666665,9
Trilipix,High Cholesterol,1.875,8
Trilipix,Hypertriglyceridemia,2.875,8
Trilisate,Pain,1.0,1
Trimethobenzamide,Nausea/Vomiting,3.6666666666666665,6
Trimethoprim,Bladder Infection,2.5,4
Trimethoprim,Urinary Tract Infection,1.1,10
Trimipramine,Depression,2.0,1
Trintellix,17</span> users found this comment helpful.,1.0,1
Trintellix,Depression,2.9177631578947367,304
Trintellix,Major Depressive Disorde,3.033333333333333,180
Triple Antibiotic,11</span> users found this comment helpful.,5.0,1
Triple Antibiotic,Bacterial Skin Infection,1.0,1
Triple Paste,Diaper Rash,1.0,1
Triprolidine,Allergies,4.0,1
Triptorelin,Prostate Cance,2.5,4
Triumeq,HIV Infection,3.260869565217391,69
Trivora,4</span> users found this comment helpful.,5.0,1
Trivora,Birth Control,3.6,10
Trixaicin HP,Pain,1.0,1
Trizivir,HIV Infection,3.0,1
Trocaine,Tonsillitis/Pharyngitis,3.0,1
Trokendi XR,Seizure Prevention,1.0,1
Trolamine salicylate,Back Pain,2.3333333333333335,3
Trolamine salicylate,Bursitis,4.0,1
Trolamine salicylate,Osteoarthritis,3.5,4
Trolamine salicylate,Pain,3.0,12
Trolamine salicylate,Raynaud's Syndrome,5.0,1
Trolamine salicylate,Rheumatoid Arthritis,2.0,1
Trolamine salicylate,Tendonitis,4.5,2
Tronolane Anesthetic for Hemorrhoids,Hemorrhoids,5.0,1
Tropicamide,Pupillary Dilation,2.6666666666666665,3
Trospium,Interstitial Cystitis,2.5,2
Trospium,Overactive Bladde,3.1,20
Trospium,Urinary Incontinence,2.8,10
Trulance,4</span> users found this comment helpful.,1.0,1
Trulance,Chronic Idiopathic Constipation,3.731707317073171,41
Trulicity,"Diabetes, Type 2",2.6366782006920415,289
Trusopt,"Glaucoma, Open Angle",2.5,2
Truvada,HIV Infection,2.9,10
Truvada,Pre-Exposure Prophylaxis,3.0,3
Tryptophan,Depression,3.0,2
Tryptophan,Insomnia,3.25,4
Tryptophan,Premenstrual Dysphoric Disorde,4.0,1
Tudorza Pressair,COPD,3.7142857142857144,7
Tudorza Pressair,"COPD, Maintenance",4.75,4
Tums Regular Strength,GERD,3.0,1
Tums Regular Strength,Indigestion,4.0,2
Tums Regular Strength,Stomach Ulce,5.0,1
Tums Smoothies,Indigestion,1.0,1
Turmeric,Herbal Supplementation,2.75,4
Turmeric,Not Listed / Othe,5.0,1
TussiCaps,Cough,3.4,5
Tussigon,Cough,3.0,1
Tussionex Pennkinetic,3</span> users found this comment helpful.,3.0,1
Tussionex Pennkinetic,Cold Symptoms,3.8181818181818183,11
Tussionex Pennkinetic,Cough,3.591549295774648,71
Twynsta,High Blood Pressure,3.6666666666666665,6
Tykerb,"Breast Cancer, Metastatic",3.0,1
Tylenol,Pain,2.875,8
Tylenol,Sciatica,1.5,2
Tylenol,eve,5.0,2
Tylenol 8 Hour,Pain,3.5,4
Tylenol Allergy Multi-Symptom Nighttime,Cold Symptoms,5.0,1
Tylenol Arthritis Pain,Pain,4.0,1
Tylenol Cold,Cold Symptoms,3.0,1
Tylenol PM,Headache,3.3333333333333335,3
Tylenol PM,Insomnia,3.3636363636363638,11
Tylenol PM,Pain,3.5,2
Tylenol with Codeine,Pain,2.25,4
Tylenol with Codeine #3,Cough,3.1666666666666665,6
Tylenol with Codeine #3,Osteoarthritis,3.5,2
Tylenol with Codeine #3,Pain,2.186046511627907,86
Tylenol with Codeine #4,Osteoarthritis,4.0,1
Tylenol with Codeine #4,Pain,2.1666666666666665,6
Tylox,Chronic Pain,1.0,2
Tylox,Pain,2.909090909090909,11
Tysabri,Multiple Sclerosis,3.27027027027027,74
Tyvaso,Pulmonary Hypertension,3.6666666666666665,9
Ubiquinone,Dietary Supplementation,4.125,8
Uceris,Ulcerative Colitis,3.5,6
Uceris,"Ulcerative Colitis, Active",2.75,4
Ulesfia,Head Lice,4.0,1
Ulipristal,Emergency Contraception,2.189189189189189,74
Ulipristal,Uterine Fibroids,3.0,1
Uloric,Gout,2.625,32
Ultracet,Pain,2.260869565217391,23
Ultracet,Rheumatoid Arthritis,5.0,1
Ultram,10</span> users found this comment helpful.,1.0,1
Ultram,12</span> users found this comment helpful.,3.0,1
Ultram,15</span> users found this comment helpful.,2.0,1
Ultram,21</span> users found this comment helpful.,5.0,1
Ultram,34</span> users found this comment helpful.,1.0,1
Ultram,Back Pain,2.9473684210526314,19
Ultram,Chronic Pain,2.1153846153846154,26
Ultram,Pain,2.302752293577982,109
Ultram,Restless Legs Syndrome,2.25,8
Ultram,Rheumatoid Arthritis,1.0,1
Ultram,ibromyalgia,3.3870967741935485,31
Ultram ER,Back Pain,2.6666666666666665,3
Ultram ER,Chronic Pain,2.2,5
Ultram ER,Pain,1.8666666666666667,15
Ultram ER,Restless Legs Syndrome,2.5,2
Ultram ER,ibromyalgia,3.6,5
Ultram ODT,44</span> users found this comment helpful.,1.0,1
Ultram ODT,Back Pain,1.0,1
Ultram ODT,Chronic Pain,1.6666666666666667,6
Ultram ODT,Pain,2.5,2
Ultravate,Dermatitis,4.0,1
Ultravate,Eczema,4.0,4
Ultravate,Psoriasis,4.0,1
Umeclidinium,COPD,2.75,4
Umeclidinium,"COPD, Maintenance",5.0,1
Umeclidinium / vilanterol,COPD,3.8333333333333335,18
Umeclidinium / vilanterol,"COPD, Maintenance",5.0,1
Unasyn,Bone infection,5.0,1
Unasyn,Urinary Tract Infection,3.0,1
Undecylenic acid,Not Listed / Othe,4.0,1
Undecylenic acid,Tinea Corporis,4.0,1
Undecylenic acid,Tinea Cruris,4.0,1
Undecylenic acid,Tinea Pedis,1.0,1
Uniphyl,"Asthma, Maintenance",3.5,2
Uniphyl,"Asthma, acute",4.0,1
Uniretic,High Blood Pressure,3.0,1
Unisom SleepGels,Insomnia,2.7777777777777777,9
Unisom SleepMelts,Insomnia,5.0,1
Unisom SleepTabs,Insomnia,3.411764705882353,34
Unithroid,Hashimoto's disease,4.0,1
Unithroid,"Hypothyroidism, After Thyroid Removal",3.0,2
Univasc,High Blood Pressure,3.5,2
Uptravi,Pulmonary Hypertension,3.4,5
Urea,Dermatological Disorders,4.666666666666667,6
Urea,Dry Skin,3.111111111111111,9
Urecholine,Abdominal Distension,1.0,1
Uribel,Urinary Tract Infection,2.8181818181818183,11
Uricalm,46</span> users found this comment helpful.,5.0,1
Uricalm,Dysuria,3.0,17
Urised,Urinary Tract Infection,2.0,1
Urispas,Dysuria,2.0,1
Urispas,Overactive Bladde,4.0,1
Uristat,Dysuria,2.0,1
Uristat,Interstitial Cystitis,4.0,3
Uroqid-Acid No2,6</span> users found this comment helpful.,3.0,1
Uroxatral,Benign Prostatic Hyperplasia,3.111111111111111,18
Urso,Biliary Cirrhosis,2.0,3
Urso Forte,Biliary Cirrhosis,1.0,1
Ursodiol,Biliary Cirrhosis,2.7142857142857144,7
Ursodiol,Gallbladder Disease,1.0,3
Ustekinumab,Crohn's Disease,5.0,2
Ustekinumab,Psoriasis,3.730337078651685,89
Ustekinumab,Psoriatic Arthritis,3.3076923076923075,13
Uta,2</span> users found this comment helpful.,4.0,1
Uta,Urinary Tract Infection,4.0,2
VESIcare,16</span> users found this comment helpful.,2.0,1
VESIcare,Overactive Bladde,2.347826086956522,69
VESIcare,Urinary Incontinence,3.2962962962962963,27
Vagifem,46</span> users found this comment helpful.,4.0,1
Vagifem,Atrophic Urethritis,2.3333333333333335,3
Vagifem,Atrophic Vaginitis,2.5,18
Vagistat-1,Vaginal Yeast Infection,3.3,10
Valacyclovir,CMV Prophylaxis,2.5,2
Valacyclovir,Cold Sores,2.7808988764044944,178
Valacyclovir,"Herpes Simplex, Mucocutaneous/Immunocompetent Host",2.0,5
Valacyclovir,"Herpes Simplex, Mucocutaneous/Immunocompromised Host",3.6666666666666665,3
Valacyclovir,"Herpes Simplex, Suppression",2.6853932584269664,89
Valacyclovir,Herpes Zoste,2.076923076923077,13
Valacyclovir,Multiple Sclerosis,3.5,2
Valacyclovir,Ramsay Hunt Syndrome,1.0,1
Valacyclovir,Varicella-Zoste,2.5,4
Valcyte,CMV Prophylaxis,5.0,1
Valdecoxib,Osteoarthritis,2.3333333333333335,3
Valdecoxib,Pain,1.0,4
Valdecoxib,Period Pain,2.0,1
Valdecoxib,Rheumatoid Arthritis,5.0,1
Valerian,Insomnia,3.0,2
Valganciclovir,CMV Prophylaxis,5.0,1
Valium,13</span> users found this comment helpful.,3.0,1
Valium,43</span> users found this comment helpful.,1.0,1
Valium,8</span> users found this comment helpful.,5.0,1
Valium,Alcohol Withdrawal,4.142857142857143,7
Valium,Anxiety,2.944,125
Valium,Endoscopy or Radiology Premedication,2.0,1
Valium,Light Anesthesia,2.0,2
Valium,Light Sedation,4.0,3
Valium,Meniere's Disease,2.375,8
Valium,Muscle Spasm,2.9714285714285715,35
Valium,Night Terrors,2.6666666666666665,3
Valium,Seizure Prevention,4.333333333333333,3
Valium,Seizures,2.0,1
Valium,Temporomandibular Joint Disorde,3.0,7
Valium,Tetanus,4.0,1
Valproic acid,Bipolar Disorde,3.1666666666666665,12
Valproic acid,Epilepsy,1.0,2
Valproic acid,Mania,2.0,2
Valproic acid,Migraine Prevention,3.0,2
Valproic acid,Schizoaffective Disorde,3.5,4
Valproic acid,Seizure Prevention,2.0,3
Valproic acid,Seizures,3.3333333333333335,3
Valsartan,High Blood Pressure,2.4375,80
Valsartan,Left Ventricular Dysfunction,2.0,2
Valtrex,1</span> users found this comment helpful.,5.0,1
Valtrex,CMV Prophylaxis,2.5,2
Valtrex,Cold Sores,3.0080645161290325,124
Valtrex,"Herpes Simplex, Mucocutaneous/Immunocompetent Host",2.25,4
Valtrex,"Herpes Simplex, Mucocutaneous/Immunocompromised Host",3.6666666666666665,3
Valtrex,"Herpes Simplex, Suppression",2.85,60
Valtrex,Herpes Zoste,2.3333333333333335,6
Valtrex,Multiple Sclerosis,3.0,1
Valtrex,Varicella-Zoste,2.3333333333333335,3
Valturna,High Blood Pressure,1.625,8
Vanatab DX,Cough and Nasal Congestion,4.0,1
Vanatrip,Insomnia,3.0,1
Vancocin,Meningitis,4.0,1
Vancocin HCl,Bone infection,3.0,1
Vancomycin,Bacterial Infection,3.2857142857142856,7
Vancomycin,Bone infection,2.3333333333333335,3
Vancomycin,Clostridial Infection,2.2,5
Vancomycin,Meningitis,4.0,1
Vancomycin,Methicillin-Resistant Staphylococcus Aureus Infection,5.0,2
Vancomycin,Not Listed / Othe,3.0,1
Vancomycin,Peritonitis,3.0,1
Vancomycin,Pneumonia,2.0,2
Vancomycin,Sepsis,3.0,1
Vancomycin,Skin or Soft Tissue Infection,2.0,1
Vandazole,Bacterial Vaginitis,2.6666666666666665,3
Vaniqa,17</span> users found this comment helpful.,4.0,1
Vaniqa,Hirsutism,3.6862745098039214,51
Vanoxide-HC,Acne,4.0,1
Vanquish,Migraine,3.0,1
Vanspar,Anxiety,1.5,2
Vantin,Bladder Infection,4.0,1
Vantin,Bronchitis,2.0,1
Vantin,Pneumonia,2.0,1
Vantin,Sinusitis,4.0,1
Vantin,Upper Respiratory Tract Infection,2.0,1
Vaprisol,Euvolemic Hyponatremia,3.0,1
Vardenafil,Erectile Dysfunction,3.84,125
Varenicline,Not Listed / Othe,2.3333333333333335,3
Varenicline,Smoking Cessation,3.70064874884152,1079
Varubi,"Nausea/Vomiting, Chemotherapy Induced",1.0,1
Vascepa,Hypertriglyceridemia,3.473684210526316,19
Vasculera,Dietary Supplementation,5.0,1
Vasodilan,Raynaud's Syndrome,1.0,1
Vasotec,Diabetic Kidney Disease,2.0,1
Vasotec,Left Ventricular Dysfunction,3.0,1
Vectibix,Colorectal Cance,1.5,2
Vectical,Psoriasis,2.5,4
Vedolizumab,Crohn's Disease,2.769230769230769,13
Vedolizumab,Ulcerative Colitis,2.875,8
Velcade,Multiple Myeloma,3.5,2
Velivet,Birth Control,2.5357142857142856,28
Velphoro,Hyperphosphatemia of Renal Failure,2.5,2
Veltin,Acne,3.5833333333333335,24
Vemurafenib,"Melanoma, Metastatic",1.25,4
Venlafaxine,Anxiety,2.413612565445026,191
Venlafaxine,Anxiety and Stress,2.265957446808511,94
Venlafaxine,Autism,3.6666666666666665,3
Venlafaxine,Bipolar Disorde,2.803921568627451,51
Venlafaxine,Bulimia,3.0,2
Venlafaxine,Cataplexy,1.0,1
Venlafaxine,Depression,2.6289198606271778,574
Venlafaxine,Dissociative Identity Disorde,5.0,1
Venlafaxine,Generalized Anxiety Disorde,2.7872340425531914,94
Venlafaxine,Hot Flashes,3.2096774193548385,62
Venlafaxine,Irritable Bowel Syndrome,2.3333333333333335,9
Venlafaxine,Major Depressive Disorde,2.349514563106796,103
Venlafaxine,Migraine,1.75,4
Venlafaxine,Not Listed / Othe,2.6,5
Venlafaxine,Obsessive Compulsive Disorde,2.6666666666666665,12
Venlafaxine,Panic Disorde,1.9,30
Venlafaxine,Post Traumatic Stress Disorde,2.6153846153846154,13
Venlafaxine,Postpartum Depression,2.533333333333333,15
Venlafaxine,Premenstrual Dysphoric Disorde,4.333333333333333,3
Venlafaxine,Social Anxiety Disorde,2.9130434782608696,23
Venlafaxine,Vulvodynia,1.0,1
Venlafaxine,ibromyalgia,2.5,40
Venlafaxine,m Pain Disorde,3.0,1
Venofer,Iron Deficiency Anemia,2.5,4
Ventolin,"Asthma, Maintenance",4.5,2
Ventolin,"Asthma, acute",3.375,8
Ventolin,Bronchospasm Prophylaxis,2.0,1
Ventolin,"COPD, Acute",3.0,1
Ventolin,"COPD, Maintenance",3.0,1
Ventolin HFA,"Asthma, Maintenance",3.3333333333333335,3
Ventolin HFA,"Asthma, acute",3.6666666666666665,3
Ventolin HFA,Bronchiectasis,5.0,1
Ventolin HFA,"COPD, Maintenance",4.0,4
Veramyst,11</span> users found this comment helpful.,5.0,1
Veramyst,Allergic Rhinitis,3.1666666666666665,6
Veramyst,Nasal Polyps,3.3333333333333335,3
Veramyst,Rhinitis,3.6666666666666665,9
Verapamil,Arrhythmia,2.625,8
Verapamil,Cluster Headaches,3.1914893617021276,47
Verapamil,High Blood Pressure,3.0,9
Verapamil,Migraine Prevention,3.1,40
Verapamil,Nocturnal Leg Cramps,1.0,1
Verapamil,Supraventricular Tachycardia,3.5,4
Verdeso,Dermatitis,5.0,1
Verdeso,Eczema,3.0,2
Verelan,Cluster Headaches,4.0,1
Verelan,Migraine Prevention,5.0,1
Verelan PM,Cluster Headaches,4.0,1
Verelan PM,High Blood Pressure,5.0,1
Versed,14</span> users found this comment helpful.,1.0,1
Versed,7</span> users found this comment helpful.,5.0,1
Versed,ICU Agitation,3.0,1
Versed,Light Anesthesia,2.4615384615384617,13
Versed,Light Sedation,2.9285714285714284,14
Vesanoid,Acute Promyelocytic Leukemia,2.0,1
Vestura,Acne,5.0,1
Vestura,Birth Control,2.0,2
Vestura,Menstrual Disorders,1.0,2
Viagra,105</span> users found this comment helpful.,5.0,1
Viagra,25</span> users found this comment helpful.,5.0,1
Viagra,27</span> users found this comment helpful.,5.0,1
Viagra,34</span> users found this comment helpful.,5.0,1
Viagra,39</span> users found this comment helpful.,5.0,1
Viagra,44</span> users found this comment helpful.,3.0,1
Viagra,5</span> users found this comment helpful.,5.0,1
Viagra,Erectile Dysfunction,3.949275362318841,138
Viagra,"Sexual Dysfunction, SSRI Induced",4.076923076923077,13
Viberzi,Irritable Bowel Syndrome,2.806451612903226,124
Vibramycin,Acne,3.6666666666666665,3
